Index,Date,Name,Tweet
271,Wed Apr 29 05:49:59 +0000 2020,Journal of Cancer Science and Research,"Journal of Cancer Science and Research#Submitmanuscript#COVID-19
https://t.co/f5JF352O5r"
272,Wed Apr 29 05:50:18 +0000 2020,Clare Turnbull Dr/Prof #FBPE,"cfDNA sequencing leveraging informative methylation patterns detected more than 50 cancer types across stages. Considering the potential value of early detection in deadly malignancies, further evaluation of this test is justified in prospective population-level studies."
273,Wed Apr 29 05:53:22 +0000 2020,Lars Ole Haustedt,Wau lots of fluorine any F polar interactions described? Or „only“ metabolic stability? Looks exciting
274,Wed Apr 29 05:57:18 +0000 2020,mehmet ali uçar,"CONGRESS | #AACR20 | Jonathan Pachter discusses the synergistic action of the dual PI3K inhibitor, duvelisib, with PD-1 blockage in solid tumor and lymphoma models. A clinical trial of duvelisib + nivolumab in tFL and Richter’s transformation is ongoing #lymsm https://t.co/aJwPboXCDS"
275,Wed Apr 29 05:59:22 +0000 2020,"Kevin Carvalho, PhD","CONGRESS | #AACR20 | Jonathan Pachter discusses the synergistic action of the dual PI3K inhibitor, duvelisib, with PD-1 blockage in solid tumor and lymphoma models. A clinical trial of duvelisib + nivolumab in tFL and Richter’s transformation is ongoing #lymsm https://t.co/aJwPboXCDS"
276,Wed Apr 29 06:00:44 +0000 2020,Symplur Hashtags,Today's Health Conferences: #AACR20 #depression #aacr2020 https://t.co/YnZewsLKhm #hcsm
277,Wed Apr 29 06:02:43 +0000 2020,Rafael Agustín Merino Betancourt,Dr. Grace Dy is presenting new data today from Roswell Park's CIMAvax/nivolumab study. The combination’s activation of B and T cells is encouraging compared to checkpoint blockade #immunotherapy alone. #AACR20 https://t.co/Ufvqat0YzA https://t.co/NtjKeAxZfu
278,Wed Apr 29 06:03:49 +0000 2020,PATRIA América Latina y el Caribe🇳🇮🇨🇺🇻🇪❤🖤👊,"Avances de #Vacuna cubana contra el cáncer, fueron presentados en colaboración con @RoswellPark en #EEUU. Entre el @centro_cim y dicha institución, existe un convenio de colaboración que está dando evidencias y resultados. #CienciaCubana @BioCubaFarma @DrRobertoMOjeda @DiazCanelB"
279,Wed Apr 29 06:03:51 +0000 2020,Pau Frias Ruiz,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
280,Wed Apr 29 06:08:00 +0000 2020,Eva Schumacher-Wulf,"#AACR20 #COVID19 Dr. Fabrice Barlesi on #COVID19nCancer at Gustave Roussy. Incidence #SARSCoV2 (12%), % asymptomatic (80%), ICU (11%), &amp; death (15%) similar to non-oncology population. Risk factors for poor outcome: ECOG&gt;1, heme malig, adv cancer w/ chemo (not other tx) in 3 mos. https://t.co/st9GCjGirh"
281,Wed Apr 29 06:10:02 +0000 2020,OncLive.com,WATCH: Dr. DiBiase on Data With DM-CHOC-PEN/Radiation in Cancers Involving the CNS @WeillCornell @nyphospital @AACR #AACR20 https://t.co/onAWDHZzuu
282,Wed Apr 29 06:13:10 +0000 2020,"Angel Panizo MD, PhD 🇪🇸 🔬","I’m with Joshua. This pathologic obsession with secrecy in medical conferences is so 20th century.

Isn’t the goal to make great medical breakthroughs and other key medical information freely available to everyone as quickly as possible using all available technology?"
283,Wed Apr 29 06:13:34 +0000 2020,Dominique Valteau,"📢 Pr Fabrice @barlesi @GustaveRoussy a présenté en plénière #Covid19etCancer du congrès #AACR20 une analyse précoce de la situation et la manière dont Gustave Roussy s’est adapté avec agilité pour gérer l’épidémie de #covid19.

Lire le communiqué : https://t.co/VPFdDJgHol"
284,Wed Apr 29 06:13:48 +0000 2020,Pilar Garrido,#Covid19: First results from TERAVOLT registry for thoracic cancers show high mortality rate of COVID-19 in pats w/ thoracic malignancies. Mortality rate of COVID-19 in this group does not appear 2 b linked to specific treatmt/comorbidity. Video: https://t.co/QlXez9T5FB #AACR20 https://t.co/wPkHD6ouqF
285,Wed Apr 29 06:14:41 +0000 2020,OncoAlert,#AACR20. Great news for people living with #cancer during #COVID19 #pandemic: pembrolizumab 400 mg every 6 wks granted accelerated approval by FDA today for all existing indications. #advocacy #PatientExperience
286,Wed Apr 29 06:14:48 +0000 2020,Colm O'Rourke,"cfDNA sequencing leveraging informative methylation patterns detected more than 50 cancer types across stages. Considering the potential value of early detection in deadly malignancies, further evaluation of this test is justified in prospective population-level studies. https://t.co/MabdIDGsFI"
287,Wed Apr 29 06:20:50 +0000 2020,UroUpdate,#AACR20 news: No improvement in metastatic #CRPC outcomes with addition of #atezolizumab to #enzalutamide - phase 3 IMbassador250 data reported by @ChrisSweens1 (of @DanaFarber) #immunotherapy @PCF_Science @DanaFarberNews @uroupdate https://t.co/APLniIkJyC
288,Wed Apr 29 06:21:36 +0000 2020,Axel Merseburger,#AACR20 news: No improvement in metastatic #CRPC outcomes with addition of #atezolizumab to #enzalutamide - phase 3 IMbassador250 data reported by @ChrisSweens1 (of @DanaFarber) #immunotherapy @PCF_Science @DanaFarberNews @uroupdate https://t.co/APLniIkJyC
289,Wed Apr 29 06:22:03 +0000 2020,Martin Cabero,"CONGRESS | #AACR20 | Caron A Jacobson, @DanaFarber, presents results from ZUMA-6: axi-cel + atezolizumab for refractory DLBCL. ORR was 75% with a 46% CR rate and no significant increase in incidence of AEs #lymsm https://t.co/nARISEHLLb"
290,Wed Apr 29 06:24:59 +0000 2020,Lisa92,"#COVID19 #AACR20 #LCSM
TERAVOLT preliminary results by @marinagarassino. An amazing international effort to improve knowledge about #lungcancer &amp; COVID19.
198 pts evaluated with 34.6% of death rate.
Not specific anti-cancer treatment was associated w/ higher mortality #OncoAlert https://t.co/dWUKuoU1qi"
291,Wed Apr 29 06:25:19 +0000 2020,Marcia González Guzmán,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
292,Wed Apr 29 06:26:22 +0000 2020,Tom Newsom-Davis,"Dr Marina Garassino @marinagarassino presenting data from #TERAVOLT evaluating #COVID19 and lung cancer #LCSM 
Results overlapping with our own institutional experience recently spread via #SoMe #AACR20 @AACR @OncoAlert #OncoAlert @IASLC @gecp_org https://t.co/zcglqIyYow"
293,Wed Apr 29 06:26:58 +0000 2020,Tom Newsom-Davis,"#AACR20 #LCSM #EGFR
Disappointing results of #Poziotinib in 2L+ EGFR Exon20ins (n=115) by @LeXiuning
ORR: 15% | mPFS: 4.2 m 
TRAEs ≥ 3: 63% (72/114) w/ 68% dose-reduction!
Toxic profile w/ limited activity for being a good TKI. 
What to expect from Ph3? Not much else 
#OncoAlert https://t.co/ihvbaL7gZU"
294,Wed Apr 29 06:28:08 +0000 2020,Tom Newsom-Davis,"#COVID19 #AACR20 #LCSM
TERAVOLT preliminary results by @marinagarassino. An amazing international effort to improve knowledge about #lungcancer &amp; COVID19.
198 pts evaluated with 34.6% of death rate.
Not specific anti-cancer treatment was associated w/ higher mortality #OncoAlert https://t.co/dWUKuoU1qi"
295,Wed Apr 29 06:29:19 +0000 2020,Tom Newsom-Davis,"This is a critical slide - capmatinib has clear efficacy in the brain.  We knew it got in, but the fact that we are seeing IC responses is very important.  As I mentioned above, this draws an important distinction from crizotinib where CNS efficacy is rare. #AACR20 #LCSM https://t.co/QFd0uHSgU3"
296,Wed Apr 29 06:33:35 +0000 2020,Repositive.io,That wraps up #AACR20 Virtual Annual Meeting I. Thank you to everyone for following along and tweeting with us. https://t.co/9L1H0PhT4Y
297,Wed Apr 29 06:33:47 +0000 2020,Repositive.io,"Data  at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that #COVID19 prevalence among cancer patients is a) 12%  b) mortality is close to 15% (similar to general population c)Factors correlated with worst outcome: hemopathy, PS2+, recent chemotherapy https://t.co/Ga25jTRfyz"
298,Wed Apr 29 06:33:53 +0000 2020,Repositive.io,"Missed #COVID19nCancer plenary in #AACR20 @AACR?
Here’s a thread to catch up on all the fascinating global research presented by:
@AACR @AACRPres #AntoniRibas #LiZhang @marinagarassino @barlesi #CarlosGomez #LouisVoigt #HongbingCai cc:@OncoAlert @COVID19nCCC @ASCO @ASH_hematology"
299,Wed Apr 29 06:34:03 +0000 2020,Repositive.io,"Coinciding with the #COVID19nCancer session at #AACR20, @CD_AACR has published the largest peer reviewed series (thus far) of #COVID19 in cancer patients (N=105 from China). 
Overall, a higher rate of complications is seen across the board. @tmprowell 
https://t.co/sgH7lEi0z6 https://t.co/32VGCKwx2u"
300,Wed Apr 29 06:34:24 +0000 2020,Repositive.io,#AACR20 David Thiel from @MayoClinic presents at the Early Detection and ctDNA session results from the study investigating the @GrailBio cfDNA methylation signatures test. The manuscript can be found here in Annals of Oncology:  https://t.co/8OjSaWeURz https://t.co/cfEcY8pxVd
301,Wed Apr 29 06:34:45 +0000 2020,Repositive.io,Larotrectinib shows 95% ORR in patients harboring NTRK1/2/3 gene fusions - would like to see such amazing waterfall plots for other targeted therapies. #AACR20 https://t.co/ufkGDvddCM
302,Wed Apr 29 06:35:03 +0000 2020,SOLTI,#AACR20 David Thiel from @MayoClinic presents at the Early Detection and ctDNA session results from the study investigating the @GrailBio cfDNA methylation signatures test. The manuscript can be found here in Annals of Oncology:  https://t.co/8OjSaWeURz https://t.co/cfEcY8pxVd
303,Wed Apr 29 06:35:38 +0000 2020,Repositive.io,Atezolizumab + enzalutamide not increasing OS or PFS (vs Enza alone) in prostate cancer (CRPC) - HR1.12. No subgroup appears to benefit and no long-term progressors. This seriously questions any role for ICIs in prostate cancer #AACR20 #prostatecancer https://t.co/VBx5PDu0bO
304,Wed Apr 29 06:35:50 +0000 2020,Repositive.io,A good reminder at #AACR20 from Dr. Sharma about the differences between fundamental immune targets in cancer - different opportunities for benefit from different mechanisms https://t.co/gu7BbOPi24
305,Wed Apr 29 06:35:58 +0000 2020,Repositive.io,"Tertiary Lymphoid Structures as biomarkers of response to immunotherapy, live now #AACR20 ! https://t.co/MTsmp8ezB4"
306,Wed Apr 29 06:36:15 +0000 2020,Repositive.io,"This is a critical slide - capmatinib has clear efficacy in the brain.  We knew it got in, but the fact that we are seeing IC responses is very important.  As I mentioned above, this draws an important distinction from crizotinib where CNS efficacy is rare. #AACR20 #LCSM https://t.co/QFd0uHSgU3"
307,Wed Apr 29 06:36:35 +0000 2020,Repositive.io,"Toxicity of capmatinib is generally pretty mild, and not dissimilar from with crizotinib.  We gain CNS efficacy without cost in the form of toxicity.  Hopefully patients will have access to this agent soon. It is currently under priority review at the FDA #AACR20 #LCSM https://t.co/s4f8Gble9o"
308,Wed Apr 29 06:36:36 +0000 2020,ProfJohnCrown,Important. We started doing it when pandemic came to Ireland.
309,Wed Apr 29 06:37:10 +0000 2020,Repositive.io,"What we learned at #AACR20 Day 1: 1. You CAN get 48,000+ participants to register for the world’s largest webinar (can’t wait to see demographic data);
2. KRAS is Undrugged (*yet*), not Undruggable;
3. BRAF is the ultimate Hydra;           4. @AACR really came through👍"
310,Wed Apr 29 06:38:30 +0000 2020,FabriceAndre,Data presented at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that use of targeted agents or immunotherapy are not correlated with worst #COVID19 outcome among cancer patients in contrast with chemotherapy https://t.co/z0VqqIJrMJ
311,Wed Apr 29 06:39:34 +0000 2020,Conchi Andujar,@OncoAlert @BenWestphalen @weoncologists #AACR20 👆🏼#BRAF - one of my patients recently sent me this illustrating from a recent review the diversity of tumor types in which #BRAF mutations are seen as well as the spectrum of mutations (V600E 🆚 non-V600E); classifications of #BRAF mutations. #precisionmedicine https://t.co/Ls3p52ijEs
312,Wed Apr 29 06:40:01 +0000 2020,Grainne Doyle,Important. We started doing it when pandemic came to Ireland.
313,Wed Apr 29 06:41:20 +0000 2020,Alex Dobrovic,Nice thread on the #ctDNA session at virtual #AACR20- thanks @pratt_ed #liquidbiopsy #earlydetection https://t.co/xDeTQGB7yH
314,Wed Apr 29 06:41:51 +0000 2020,Chris,"Next ""new drug on the horizon"" is an oral SERD (Selective Estrogen Receptor Degrader), GDC-9545. Achieved same efficacy as other SERDs, but at a lower dose.

Currently recruiting patients with #ER+ #MBC. 

#BCSM #AACR20 
https://t.co/7aWgt2Bv60"
315,Wed Apr 29 06:42:48 +0000 2020,IAEA PACT,Thread by @ADesaiMD: Missed #COVID19nCancer plenary in #AACR20 @AACR? Here’s a thread to catch up on all the fascinating global research presy: @AACR @AACRPres #AntoniRibas #LiZhang @marinagarassino @barlesi #CarlosGomez #LouisVoigt #HongbingCai cc:@Onco… https://t.co/jiRO4nRWCM
316,Wed Apr 29 06:43:16 +0000 2020,とめぞう＠放射線治療医,"武漢からの多施設後ろ向き研究。
☑️がん患者は死亡を含めた重症化リスクが高い。
☑️血液腫瘍と肺癌、病期StageIVのリスクが高い。
☑️治療法では、手術や免疫チェックポイント阻害薬は有意に重症化リスクが高い。放射線治療の有無では有意差なし。"
317,Wed Apr 29 06:44:08 +0000 2020,RadiOncBOTjp,"武漢からの多施設後ろ向き研究。
☑️がん患者は死亡を含めた重症化リスクが高い。
☑️血液腫瘍と肺癌、病期StageIVのリスクが高い。
☑️治療法では、手術や免疫チェックポイント阻害薬は有意に重症化リスクが高い。放射線治療の有無では有意差なし。"
318,Wed Apr 29 06:51:09 +0000 2020,Evelyn,Important. We started doing it when pandemic came to Ireland.
319,Wed Apr 29 06:51:45 +0000 2020,Charles Swanton,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
320,Wed Apr 29 06:53:25 +0000 2020,Christian Orrenius,This was the structural disclosure many were waiting for at #AACR20 @AACR: Matthew LaMarche of @NovartisScience raising the curtain for clinical SHP2 inhibitor #TNO155. Structurally quite distinct from previous tool SHP099 in order to address phototox &amp; off-target liabilities https://t.co/iOeyie4nia
321,Wed Apr 29 06:57:36 +0000 2020,Pankaj Kumar Panda,Today’s @US_FDA approval of an alternative dosing regimen for the immunotherapeutic pembrolizumab was based on results presented at the AACR Virtual Annual Meeting I: https://t.co/B2JeoSAC4N #AACR20
322,Wed Apr 29 07:00:02 +0000 2020,Darlaine honey,"Good news, but Genentech, Inc. is only allowing women to be part of the trial. This is contrary FDA recommendations which suggests men be included in bc trials. #bcsm"
323,Wed Apr 29 07:03:48 +0000 2020,Diana King,Pre existing ESR1 mutations in early stage primary breast cancer predict failure of endocrine therapy and poor OS. This is important and should guide how we think about ER+ breast cancer. #aacr20 https://t.co/DC3ROEJt4l
324,Wed Apr 29 07:05:20 +0000 2020,Victoria Hendry,"Check recent content @NatureCancer
 about #ctDNA and #LiquidBiopsy in cancer:

- #Immunotherapy in SCLC and NSCLC, ITH, clinical implementation, and more!

https://t.co/OMPFaRGU65
https://t.co/SXvHYm5Hmw
https://t.co/e26wYMedBV
https://t.co/CErTHIOYvA

#AACR20 https://t.co/agOl6k5Zfh"
